transaction_id,customer_id,merchant_id,payment_method_id,transaction_ts,transaction_type,status,currency_code,amount,processing_fee,authorization_code,source_system,updated_at
551,141,4,1,2026-06-07 14:42:58,PAYMENT,APPROVED,USD,2131.41,6.65,AUTH0000000551,PAYMENTS_APP,2026-06-07 14:42:58
552,180,38,4,2026-01-03 03:59:38,PAYMENT,APPROVED,USD,2164.33,19.48,AUTH0000000552,PAYMENTS_APP,2026-01-03 03:59:38
553,122,9,2,2026-02-20 13:53:32,PAYMENT,APPROVED,USD,1363.25,32.07,AUTH0000000553,PAYMENTS_APP,2026-02-20 13:53:32
554,33,9,1,2026-01-04 15:11:27,PAYMENT,APPROVED,USD,721.89,22.14,AUTH0000000554,PAYMENTS_APP,2026-01-04 15:11:27
555,36,42,4,2026-05-14 23:57:15,PAYMENT,APPROVED,USD,2437.46,13.69,AUTH0000000555,PAYMENTS_APP,2026-05-14 23:57:15
556,116,25,3,2026-03-12 22:41:30,PAYMENT,APPROVED,USD,1136.53,17.53,AUTH0000000556,PAYMENTS_APP,2026-03-12 22:41:30
557,129,18,4,2025-01-08 21:02:31,PAYMENT,APPROVED,USD,2117.16,19.16,AUTH0000000557,PAYMENTS_APP,2025-01-08 21:02:31
558,149,31,6,2025-02-04 01:22:43,PAYMENT,DECLINED,USD,1208.69,16.36,,PAYMENTS_APP,2025-02-04 01:22:43
559,193,50,3,2025-03-23 05:10:23,PAYMENT,PENDING,USD,1828.5,62.98,,PAYMENTS_APP,2025-03-23 05:10:23
560,190,43,6,2025-03-22 19:03:17,PAYMENT,DECLINED,USD,222.03,3.79,,PAYMENTS_APP,2025-03-22 19:03:17
561,14,22,5,2025-03-21 23:04:18,PAYMENT,DECLINED,USD,1995.45,23.2,,PAYMENTS_APP,2025-03-21 23:04:18
562,188,22,4,2025-01-12 17:04:15,PAYMENT,APPROVED,USD,1282.15,21.74,AUTH0000000562,PAYMENTS_APP,2025-01-12 17:04:15
563,192,20,6,2025-10-29 10:31:47,PAYMENT,APPROVED,USD,89.28,2.89,AUTH0000000563,PAYMENTS_APP,2025-10-29 10:31:47
564,75,48,5,2026-04-30 21:02:58,PAYMENT,APPROVED,USD,1432.58,33.4,AUTH0000000564,PAYMENTS_APP,2026-04-30 21:02:58
565,66,1,6,2025-10-12 09:10:36,PAYMENT,APPROVED,USD,1539.88,15.95,AUTH0000000565,PAYMENTS_APP,2025-10-12 09:10:36
566,180,16,4,2025-06-04 23:59:56,PAYMENT,APPROVED,USD,925.05,6.44,AUTH0000000566,PAYMENTS_APP,2025-06-04 23:59:56
567,40,32,4,2025-02-03 12:28:57,PAYMENT,APPROVED,USD,2418.4,51.39,AUTH0000000567,PAYMENTS_APP,2025-02-03 12:28:57
568,89,4,6,2026-03-27 23:12:48,PAYMENT,APPROVED,USD,527.93,13.71,AUTH0000000568,PAYMENTS_APP,2026-03-27 23:12:48
569,192,49,5,2025-02-23 06:06:07,PAYMENT,APPROVED,USD,997.46,11.22,AUTH0000000569,PAYMENTS_APP,2025-02-23 06:06:07
570,4,19,4,2026-02-04 17:16:45,PAYMENT,APPROVED,USD,363.73,11.13,AUTH0000000570,PAYMENTS_APP,2026-02-04 17:16:45
571,111,40,6,2026-06-27 01:29:36,PAYMENT,APPROVED,USD,2294.36,52.02,AUTH0000000571,PAYMENTS_APP,2026-06-27 01:29:36
572,198,44,6,2025-10-01 03:34:41,PAYMENT,APPROVED,USD,1636.2,23.4,AUTH0000000572,PAYMENTS_APP,2025-10-01 03:34:41
573,81,36,1,2025-07-19 18:55:51,PAYMENT,APPROVED,USD,1694.62,58.92,AUTH0000000573,PAYMENTS_APP,2025-07-19 18:55:51
574,90,15,6,2025-01-13 14:58:23,PAYMENT,APPROVED,USD,1313.64,31.93,AUTH0000000574,PAYMENTS_APP,2025-01-13 14:58:23
575,56,39,6,2025-01-25 22:33:05,PAYMENT,APPROVED,USD,143.15,3.03,AUTH0000000575,PAYMENTS_APP,2025-01-25 22:33:05
576,166,37,2,2025-03-30 22:00:57,PAYMENT,APPROVED,USD,940.52,25.37,AUTH0000000576,PAYMENTS_APP,2025-03-30 22:00:57
577,117,18,4,2025-09-17 10:43:29,PAYMENT,APPROVED,USD,1651.53,5.9,AUTH0000000577,PAYMENTS_APP,2025-09-17 10:43:29
578,16,25,4,2025-11-28 09:22:09,PAYMENT,APPROVED,USD,1952.05,20.36,AUTH0000000578,PAYMENTS_APP,2025-11-28 09:22:09
579,52,40,4,2025-09-29 06:28:41,PAYMENT,APPROVED,USD,174.43,5.98,AUTH0000000579,PAYMENTS_APP,2025-09-29 06:28:41
580,114,46,3,2025-05-28 19:41:01,PAYMENT,APPROVED,USD,546.75,12.51,AUTH0000000580,PAYMENTS_APP,2025-05-28 19:41:01
581,164,1,1,2025-09-14 16:14:02,PAYMENT,APPROVED,USD,2241.38,13.59,AUTH0000000581,PAYMENTS_APP,2025-09-14 16:14:02
582,198,32,4,2025-12-04 14:14:52,PAYMENT,DECLINED,USD,10.26,0.26,,PAYMENTS_APP,2025-12-04 14:14:52
583,139,15,1,2026-03-23 14:42:21,PAYMENT,PENDING,USD,1952.56,54.09,,PAYMENTS_APP,2026-03-23 14:42:21
584,86,44,3,2026-05-09 04:24:46,PAYMENT,DECLINED,USD,1338.72,46.47,,PAYMENTS_APP,2026-05-09 04:24:46
585,94,35,3,2026-02-15 02:00:34,PAYMENT,PENDING,USD,2492.54,57.33,,PAYMENTS_APP,2026-02-15 02:00:34
586,99,43,2,2026-04-16 10:33:25,PAYMENT,PENDING,USD,508.6,10.1,,PAYMENTS_APP,2026-04-16 10:33:25
587,162,29,6,2026-02-04 03:53:14,PAYMENT,PENDING,USD,1722.42,30.21,,PAYMENTS_APP,2026-02-04 03:53:14
588,126,25,1,2025-02-06 07:01:49,PAYMENT,APPROVED,USD,1799.63,38.08,AUTH0000000588,PAYMENTS_APP,2025-02-06 07:01:49
589,87,4,3,2026-05-27 19:26:24,PAYMENT,APPROVED,USD,2416.47,3.77,AUTH0000000589,PAYMENTS_APP,2026-05-27 19:26:24
590,174,35,2,2025-05-02 07:42:25,PAYMENT,PENDING,USD,1668.62,27.67,,PAYMENTS_APP,2025-05-02 07:42:25
591,5,31,5,2025-08-27 02:37:21,PAYMENT,APPROVED,USD,1838.91,32.41,AUTH0000000591,PAYMENTS_APP,2025-08-27 02:37:21
592,25,30,5,2025-05-14 00:31:22,PAYMENT,APPROVED,USD,1582.02,50.24,AUTH0000000592,PAYMENTS_APP,2025-05-14 00:31:22
593,17,13,4,2025-04-19 04:09:25,PAYMENT,APPROVED,USD,1487.85,32.63,AUTH0000000593,PAYMENTS_APP,2025-04-19 04:09:25
594,36,21,2,2026-02-16 11:48:18,PAYMENT,APPROVED,USD,2439.66,50.22,AUTH0000000594,PAYMENTS_APP,2026-02-16 11:48:18
595,44,45,3,2025-12-10 02:18:06,PAYMENT,APPROVED,USD,685.46,18.34,AUTH0000000595,PAYMENTS_APP,2025-12-10 02:18:06
596,97,50,2,2025-02-11 04:51:21,PAYMENT,APPROVED,USD,1977.84,44.49,AUTH0000000596,PAYMENTS_APP,2025-02-11 04:51:21
597,178,9,2,2025-10-18 15:09:15,PAYMENT,PENDING,USD,2018.72,55.04,,PAYMENTS_APP,2025-10-18 15:09:15
598,157,45,1,2025-10-05 19:02:42,PAYMENT,APPROVED,USD,1030.67,33.9,AUTH0000000598,PAYMENTS_APP,2025-10-05 19:02:42
599,61,13,1,2025-04-01 22:50:07,PAYMENT,APPROVED,USD,870.29,1.01,AUTH0000000599,PAYMENTS_APP,2025-04-01 22:50:07
600,169,14,3,2026-01-06 19:39:02,PAYMENT,DECLINED,USD,548.97,14.93,,PAYMENTS_APP,2026-01-06 19:39:02
601,122,32,2,2025-02-24 07:03:11,PAYMENT,APPROVED,USD,1991.74,48.4,AUTH0000000601,PAYMENTS_APP,2025-02-24 07:03:11
602,86,40,4,2025-02-25 23:28:43,PAYMENT,APPROVED,USD,713.38,11.26,AUTH0000000602,PAYMENTS_APP,2025-02-25 23:28:43
603,30,5,2,2026-07-05 06:24:13,PAYMENT,APPROVED,USD,1963.94,34.35,AUTH0000000603,PAYMENTS_APP,2026-07-05 06:24:13
604,59,50,1,2025-11-30 15:15:27,PAYMENT,APPROVED,USD,1867.97,58.92,AUTH0000000604,PAYMENTS_APP,2025-11-30 15:15:27
605,150,32,1,2026-02-27 07:16:48,PAYMENT,APPROVED,USD,2228.52,7.8,AUTH0000000605,PAYMENTS_APP,2026-02-27 07:16:48
606,50,41,3,2026-04-11 06:28:58,PAYMENT,APPROVED,USD,934.34,15.48,AUTH0000000606,PAYMENTS_APP,2026-04-11 06:28:58
607,29,30,4,2025-05-11 01:10:06,PAYMENT,PENDING,USD,1422.1,14.99,,PAYMENTS_APP,2025-05-11 01:10:06
608,164,40,2,2025-12-18 08:00:16,PAYMENT,APPROVED,USD,1509.49,42.03,AUTH0000000608,PAYMENTS_APP,2025-12-18 08:00:16
609,56,38,4,2025-08-24 03:08:54,PAYMENT,APPROVED,USD,2142.58,37.78,AUTH0000000609,PAYMENTS_APP,2025-08-24 03:08:54
610,152,10,5,2026-03-15 08:58:49,PAYMENT,APPROVED,USD,818.91,16.95,AUTH0000000610,PAYMENTS_APP,2026-03-15 08:58:49
611,109,34,4,2025-02-15 01:27:30,PAYMENT,APPROVED,USD,1833.96,33.27,AUTH0000000611,PAYMENTS_APP,2025-02-15 01:27:30
612,4,45,6,2025-04-11 16:28:22,PAYMENT,APPROVED,USD,602.04,12.03,AUTH0000000612,PAYMENTS_APP,2025-04-11 16:28:22
613,123,43,3,2026-01-03 10:46:09,PAYMENT,APPROVED,USD,1619.45,6.62,AUTH0000000613,PAYMENTS_APP,2026-01-03 10:46:09
614,104,12,3,2025-01-25 16:33:36,PAYMENT,APPROVED,USD,1929.82,59.29,AUTH0000000614,PAYMENTS_APP,2025-01-25 16:33:36
615,136,3,3,2025-01-02 22:50:22,PAYMENT,APPROVED,USD,962.81,23.57,AUTH0000000615,PAYMENTS_APP,2025-01-02 22:50:22
616,86,48,1,2026-07-10 20:56:36,PAYMENT,APPROVED,USD,1969.44,7.39,AUTH0000000616,PAYMENTS_APP,2026-07-10 20:56:36
617,11,24,3,2026-01-08 01:52:38,PAYMENT,APPROVED,USD,958.0,16.12,AUTH0000000617,PAYMENTS_APP,2026-01-08 01:52:38
618,86,16,5,2025-03-10 20:24:59,PAYMENT,PENDING,USD,1934.17,11.04,,PAYMENTS_APP,2025-03-10 20:24:59
619,58,21,3,2026-05-05 21:07:17,PAYMENT,PENDING,USD,525.28,13.83,,PAYMENTS_APP,2026-05-05 21:07:17
620,116,32,5,2026-05-31 15:23:54,PAYMENT,APPROVED,USD,137.1,1.87,AUTH0000000620,PAYMENTS_APP,2026-05-31 15:23:54
621,173,45,1,2026-06-29 19:24:02,PAYMENT,APPROVED,USD,1130.49,15.28,AUTH0000000621,PAYMENTS_APP,2026-06-29 19:24:02
622,20,7,2,2025-03-31 02:55:08,PAYMENT,APPROVED,USD,2244.97,24.26,AUTH0000000622,PAYMENTS_APP,2025-03-31 02:55:08
623,76,27,6,2026-05-24 05:28:46,PAYMENT,APPROVED,USD,1302.2,29.07,AUTH0000000623,PAYMENTS_APP,2026-05-24 05:28:46
624,49,5,1,2025-12-22 15:17:47,PAYMENT,APPROVED,USD,1844.54,3.19,AUTH0000000624,PAYMENTS_APP,2025-12-22 15:17:47
625,166,21,4,2026-06-17 23:28:18,PAYMENT,APPROVED,USD,1029.82,13.03,AUTH0000000625,PAYMENTS_APP,2026-06-17 23:28:18
626,79,11,3,2026-07-16 16:12:40,PAYMENT,APPROVED,USD,760.9,4.17,AUTH0000000626,PAYMENTS_APP,2026-07-16 16:12:40
627,43,40,2,2025-10-23 01:43:22,PAYMENT,APPROVED,USD,883.45,14.58,AUTH0000000627,PAYMENTS_APP,2025-10-23 01:43:22
628,82,37,2,2025-06-29 05:35:17,PAYMENT,APPROVED,USD,595.53,1.43,AUTH0000000628,PAYMENTS_APP,2025-06-29 05:35:17
629,89,10,3,2025-07-30 20:28:46,PAYMENT,PENDING,USD,87.69,1.03,,PAYMENTS_APP,2025-07-30 20:28:46
630,128,50,2,2025-06-16 19:25:45,PAYMENT,APPROVED,USD,304.6,0.56,AUTH0000000630,PAYMENTS_APP,2025-06-16 19:25:45
631,166,46,3,2025-06-09 00:09:22,PAYMENT,PENDING,USD,1365.82,24.93,,PAYMENTS_APP,2025-06-09 00:09:22
632,114,22,6,2025-10-24 20:53:19,PAYMENT,PENDING,USD,368.56,7.45,,PAYMENTS_APP,2025-10-24 20:53:19
633,7,26,5,2026-05-06 01:27:33,PAYMENT,APPROVED,USD,1695.34,8.43,AUTH0000000633,PAYMENTS_APP,2026-05-06 01:27:33
634,135,15,3,2025-04-05 11:52:57,PAYMENT,APPROVED,USD,1520.77,11.61,AUTH0000000634,PAYMENTS_APP,2025-04-05 11:52:57
635,155,39,5,2026-04-02 03:10:52,PAYMENT,DECLINED,USD,986.66,17.44,,PAYMENTS_APP,2026-04-02 03:10:52
636,95,25,3,2025-02-27 13:08:45,PAYMENT,APPROVED,USD,370.72,11.13,AUTH0000000636,PAYMENTS_APP,2025-02-27 13:08:45
637,107,29,3,2026-07-29 03:11:21,PAYMENT,APPROVED,USD,1819.91,29.31,AUTH0000000637,PAYMENTS_APP,2026-07-29 03:11:21
638,37,14,3,2026-03-11 15:04:49,PAYMENT,APPROVED,USD,2088.94,44.56,AUTH0000000638,PAYMENTS_APP,2026-03-11 15:04:49
639,105,41,3,2025-12-10 02:24:25,PAYMENT,DECLINED,USD,1890.53,7.58,,PAYMENTS_APP,2025-12-10 02:24:25
640,36,13,2,2026-03-01 06:22:03,PAYMENT,DECLINED,USD,1155.84,23.47,,PAYMENTS_APP,2026-03-01 06:22:03
641,78,38,3,2026-01-26 10:32:20,PAYMENT,DECLINED,USD,1226.97,35.55,,PAYMENTS_APP,2026-01-26 10:32:20
642,1,10,3,2026-05-21 20:21:46,PAYMENT,PENDING,USD,1159.17,2.22,,PAYMENTS_APP,2026-05-21 20:21:46
643,46,32,6,2026-04-29 04:31:16,PAYMENT,PENDING,USD,1665.12,17.95,,PAYMENTS_APP,2026-04-29 04:31:16
644,154,48,3,2025-01-30 04:20:44,PAYMENT,APPROVED,USD,1233.13,41.93,AUTH0000000644,PAYMENTS_APP,2025-01-30 04:20:44
645,31,24,5,2025-09-22 22:51:52,PAYMENT,PENDING,USD,1190.63,29.29,,PAYMENTS_APP,2025-09-22 22:51:52
646,119,45,2,2025-01-18 09:26:58,PAYMENT,APPROVED,USD,1454.55,8.68,AUTH0000000646,PAYMENTS_APP,2025-01-18 09:26:58
647,75,19,5,2026-01-05 15:16:26,PAYMENT,PENDING,USD,2280.35,29.88,,PAYMENTS_APP,2026-01-05 15:16:26
648,25,39,2,2025-03-20 18:42:33,PAYMENT,APPROVED,USD,1916.34,13.86,AUTH0000000648,PAYMENTS_APP,2025-03-20 18:42:33
649,137,38,3,2025-11-05 09:53:00,PAYMENT,PENDING,USD,1745.22,23.26,,PAYMENTS_APP,2025-11-05 09:53:00
650,106,22,2,2025-01-14 04:59:10,PAYMENT,DECLINED,USD,704.26,19.35,,PAYMENTS_APP,2025-01-14 04:59:10
651,144,40,6,2025-04-15 07:55:57,PAYMENT,APPROVED,USD,1258.95,36.85,AUTH0000000651,PAYMENTS_APP,2025-04-15 07:55:57
652,118,5,1,2026-06-29 20:03:55,PAYMENT,PENDING,USD,1891.01,9.22,,PAYMENTS_APP,2026-06-29 20:03:55
653,114,39,5,2025-01-18 17:27:31,PAYMENT,APPROVED,USD,779.62,10.39,AUTH0000000653,PAYMENTS_APP,2025-01-18 17:27:31
654,178,10,6,2025-11-08 01:02:49,PAYMENT,PENDING,USD,2036.62,17.43,,PAYMENTS_APP,2025-11-08 01:02:49
655,196,8,1,2025-05-09 07:38:24,PAYMENT,APPROVED,USD,2452.79,37.88,AUTH0000000655,PAYMENTS_APP,2025-05-09 07:38:24
656,65,3,1,2025-02-03 18:41:42,PAYMENT,DECLINED,USD,149.1,0.75,,PAYMENTS_APP,2025-02-03 18:41:42
657,53,38,2,2025-11-05 00:22:26,PAYMENT,APPROVED,USD,1956.14,63.15,AUTH0000000657,PAYMENTS_APP,2025-11-05 00:22:26
658,90,23,2,2025-04-03 05:17:58,PAYMENT,PENDING,USD,2354.67,78.31,,PAYMENTS_APP,2025-04-03 05:17:58
659,196,1,5,2025-09-05 18:22:59,PAYMENT,DECLINED,USD,171.77,4.96,,PAYMENTS_APP,2025-09-05 18:22:59
660,2,47,1,2025-08-11 06:58:26,PAYMENT,APPROVED,USD,430.26,11.46,AUTH0000000660,PAYMENTS_APP,2025-08-11 06:58:26
661,28,12,3,2026-05-02 13:20:33,PAYMENT,PENDING,USD,1473.86,23.51,,PAYMENTS_APP,2026-05-02 13:20:33
662,81,8,4,2026-03-11 07:48:05,PAYMENT,DECLINED,USD,569.66,2.76,,PAYMENTS_APP,2026-03-11 07:48:05
663,74,36,6,2025-04-23 18:55:21,PAYMENT,APPROVED,USD,1240.04,16.47,AUTH0000000663,PAYMENTS_APP,2025-04-23 18:55:21
664,176,29,2,2025-04-29 14:00:34,PAYMENT,APPROVED,USD,1142.91,29.75,AUTH0000000664,PAYMENTS_APP,2025-04-29 14:00:34
665,174,24,2,2026-03-15 06:52:24,PAYMENT,APPROVED,USD,2236.99,63.27,AUTH0000000665,PAYMENTS_APP,2026-03-15 06:52:24
666,102,26,6,2026-03-25 19:01:46,PAYMENT,PENDING,USD,1691.62,8.55,,PAYMENTS_APP,2026-03-25 19:01:46
667,52,39,4,2025-04-15 06:08:34,PAYMENT,APPROVED,USD,909.91,7.07,AUTH0000000667,PAYMENTS_APP,2025-04-15 06:08:34
668,194,42,4,2026-05-27 10:08:25,PAYMENT,PENDING,USD,1915.16,40.57,,PAYMENTS_APP,2026-05-27 10:08:25
669,28,8,3,2026-02-19 17:38:28,PAYMENT,DECLINED,USD,697.95,18.92,,PAYMENTS_APP,2026-02-19 17:38:28
670,26,48,1,2026-05-17 18:06:18,PAYMENT,APPROVED,USD,1571.3,8.76,AUTH0000000670,PAYMENTS_APP,2026-05-17 18:06:18
671,78,40,5,2025-01-28 06:31:14,PAYMENT,APPROVED,USD,1511.86,18.32,AUTH0000000671,PAYMENTS_APP,2025-01-28 06:31:14
672,126,33,3,2026-06-17 17:55:12,PAYMENT,APPROVED,USD,505.63,11.89,AUTH0000000672,PAYMENTS_APP,2026-06-17 17:55:12
673,111,8,4,2026-07-08 19:54:06,PAYMENT,APPROVED,USD,2381.5,4.94,AUTH0000000673,PAYMENTS_APP,2026-07-08 19:54:06
674,200,20,6,2026-03-30 16:44:08,PAYMENT,APPROVED,USD,83.12,1.66,AUTH0000000674,PAYMENTS_APP,2026-03-30 16:44:08
675,126,43,5,2025-11-16 14:09:57,PAYMENT,APPROVED,USD,1910.26,38.86,AUTH0000000675,PAYMENTS_APP,2025-11-16 14:09:57
676,127,38,4,2026-05-03 20:28:15,PAYMENT,APPROVED,USD,1267.21,18.13,AUTH0000000676,PAYMENTS_APP,2026-05-03 20:28:15
677,94,23,6,2025-10-19 11:40:06,PAYMENT,APPROVED,USD,71.34,0.18,AUTH0000000677,PAYMENTS_APP,2025-10-19 11:40:06
678,106,23,1,2025-12-16 13:51:22,PAYMENT,APPROVED,USD,1070.94,37.19,AUTH0000000678,PAYMENTS_APP,2025-12-16 13:51:22
679,79,8,3,2025-11-16 21:34:24,PAYMENT,APPROVED,USD,2276.06,7.34,AUTH0000000679,PAYMENTS_APP,2025-11-16 21:34:24
680,108,18,1,2025-02-08 16:46:52,PAYMENT,PENDING,USD,2158.56,43.85,,PAYMENTS_APP,2025-02-08 16:46:52
681,26,32,1,2025-01-23 11:31:26,PAYMENT,APPROVED,USD,1426.31,17.06,AUTH0000000681,PAYMENTS_APP,2025-01-23 11:31:26
682,94,28,2,2026-05-24 18:18:18,PAYMENT,PENDING,USD,849.51,18.61,,PAYMENTS_APP,2026-05-24 18:18:18
683,147,26,2,2025-03-19 19:30:32,PAYMENT,APPROVED,USD,719.1,1.88,AUTH0000000683,PAYMENTS_APP,2025-03-19 19:30:32
684,136,31,4,2025-04-08 21:32:56,PAYMENT,APPROVED,USD,684.14,13.86,AUTH0000000684,PAYMENTS_APP,2025-04-08 21:32:56
685,52,27,4,2025-11-06 18:22:24,PAYMENT,APPROVED,USD,1082.84,20.96,AUTH0000000685,PAYMENTS_APP,2025-11-06 18:22:24
686,48,37,4,2026-07-15 06:34:31,PAYMENT,APPROVED,USD,1569.98,29.13,AUTH0000000686,PAYMENTS_APP,2026-07-15 06:34:31
687,197,28,5,2026-04-24 09:45:18,PAYMENT,PENDING,USD,1332.27,29.16,,PAYMENTS_APP,2026-04-24 09:45:18
688,39,48,6,2025-03-03 19:00:54,PAYMENT,APPROVED,USD,911.32,5.49,AUTH0000000688,PAYMENTS_APP,2025-03-03 19:00:54
689,69,19,6,2026-02-25 11:36:06,PAYMENT,APPROVED,USD,1585.18,47.18,AUTH0000000689,PAYMENTS_APP,2026-02-25 11:36:06
690,63,20,4,2025-08-30 14:46:37,PAYMENT,APPROVED,USD,284.78,2.14,AUTH0000000690,PAYMENTS_APP,2025-08-30 14:46:37
691,8,17,3,2026-03-09 23:33:13,PAYMENT,APPROVED,USD,505.77,5.2,AUTH0000000691,PAYMENTS_APP,2026-03-09 23:33:13
692,81,39,3,2025-02-13 17:41:20,PAYMENT,APPROVED,USD,139.26,4.38,AUTH0000000692,PAYMENTS_APP,2025-02-13 17:41:20
693,186,9,2,2026-02-21 13:13:56,PAYMENT,PENDING,USD,1643.92,6.69,,PAYMENTS_APP,2026-02-21 13:13:56
694,199,34,3,2026-05-28 04:23:32,PAYMENT,DECLINED,USD,1660.88,34.44,,PAYMENTS_APP,2026-05-28 04:23:32
695,81,22,5,2026-05-24 03:17:09,PAYMENT,APPROVED,USD,1499.95,40.93,AUTH0000000695,PAYMENTS_APP,2026-05-24 03:17:09
696,71,29,4,2025-08-30 15:23:46,PAYMENT,APPROVED,USD,361.55,2.51,AUTH0000000696,PAYMENTS_APP,2025-08-30 15:23:46
697,140,28,4,2026-05-18 19:25:22,PAYMENT,APPROVED,USD,1749.34,8.47,AUTH0000000697,PAYMENTS_APP,2026-05-18 19:25:22
698,6,42,5,2025-05-29 13:12:58,PAYMENT,APPROVED,USD,1789.46,51.76,AUTH0000000698,PAYMENTS_APP,2025-05-29 13:12:58
699,180,24,6,2025-09-03 09:12:38,PAYMENT,DECLINED,USD,962.34,21.87,,PAYMENTS_APP,2025-09-03 09:12:38
700,101,17,3,2025-05-05 19:28:31,PAYMENT,APPROVED,USD,2144.26,30.47,AUTH0000000700,PAYMENTS_APP,2025-05-05 19:28:31
701,113,41,3,2025-08-30 10:49:43,PAYMENT,APPROVED,USD,2148.68,13.85,AUTH0000000701,PAYMENTS_APP,2025-08-30 10:49:43
702,126,31,6,2026-02-21 01:14:00,PAYMENT,APPROVED,USD,2166.25,62.8,AUTH0000000702,PAYMENTS_APP,2026-02-21 01:14:00
703,91,27,5,2026-03-09 03:39:19,PAYMENT,APPROVED,USD,1746.51,31.81,AUTH0000000703,PAYMENTS_APP,2026-03-09 03:39:19
704,165,12,6,2025-12-01 16:30:09,PAYMENT,PENDING,USD,69.35,0.19,,PAYMENTS_APP,2025-12-01 16:30:09
705,148,6,1,2025-05-20 00:06:43,PAYMENT,APPROVED,USD,500.99,5.71,AUTH0000000705,PAYMENTS_APP,2025-05-20 00:06:43
706,116,31,6,2025-05-14 21:37:38,PAYMENT,PENDING,USD,1026.38,33.81,,PAYMENTS_APP,2025-05-14 21:37:38
707,107,24,2,2025-06-27 21:35:28,PAYMENT,APPROVED,USD,1999.02,15.5,AUTH0000000707,PAYMENTS_APP,2025-06-27 21:35:28
708,161,15,1,2025-08-18 00:45:17,PAYMENT,APPROVED,USD,2307.86,53.08,AUTH0000000708,PAYMENTS_APP,2025-08-18 00:45:17
709,39,6,3,2025-06-22 01:48:45,PAYMENT,APPROVED,USD,1545.39,33.09,AUTH0000000709,PAYMENTS_APP,2025-06-22 01:48:45
710,173,32,1,2025-01-15 19:08:42,PAYMENT,APPROVED,USD,1933.62,62.96,AUTH0000000710,PAYMENTS_APP,2025-01-15 19:08:42
711,53,39,2,2025-09-30 10:29:03,PAYMENT,PENDING,USD,1235.93,6.71,,PAYMENTS_APP,2025-09-30 10:29:03
712,8,19,3,2025-10-17 06:53:40,PAYMENT,APPROVED,USD,451.74,12.62,AUTH0000000712,PAYMENTS_APP,2025-10-17 06:53:40
713,3,31,2,2025-09-12 13:27:29,PAYMENT,DECLINED,USD,1710.98,28.36,,PAYMENTS_APP,2025-09-12 13:27:29
714,109,48,5,2025-11-28 14:28:28,PAYMENT,PENDING,USD,531.33,7.46,,PAYMENTS_APP,2025-11-28 14:28:28
715,121,23,5,2025-04-08 20:16:47,PAYMENT,APPROVED,USD,131.23,4.29,AUTH0000000715,PAYMENTS_APP,2025-04-08 20:16:47
716,102,43,3,2025-02-16 00:11:42,PAYMENT,APPROVED,USD,1261.85,17.61,AUTH0000000716,PAYMENTS_APP,2025-02-16 00:11:42
717,87,30,2,2025-02-12 21:08:05,PAYMENT,APPROVED,USD,651.47,11.81,AUTH0000000717,PAYMENTS_APP,2025-02-12 21:08:05
718,33,32,3,2026-03-20 05:09:45,PAYMENT,APPROVED,USD,292.99,0.73,AUTH0000000718,PAYMENTS_APP,2026-03-20 05:09:45
719,133,21,4,2025-10-17 09:35:00,PAYMENT,DECLINED,USD,2074.14,67.43,,PAYMENTS_APP,2025-10-17 09:35:00
720,39,36,6,2025-06-18 11:29:18,PAYMENT,PENDING,USD,2486.42,67.05,,PAYMENTS_APP,2025-06-18 11:29:18
721,10,31,3,2026-03-27 01:56:15,PAYMENT,APPROVED,USD,372.4,3.28,AUTH0000000721,PAYMENTS_APP,2026-03-27 01:56:15
722,144,32,4,2025-04-29 18:01:08,PAYMENT,APPROVED,USD,1104.36,38.23,AUTH0000000722,PAYMENTS_APP,2025-04-29 18:01:08
723,47,11,6,2025-06-01 04:30:07,PAYMENT,APPROVED,USD,234.85,7.17,AUTH0000000723,PAYMENTS_APP,2025-06-01 04:30:07
724,107,5,2,2025-08-06 21:14:46,PAYMENT,APPROVED,USD,1315.51,26.85,AUTH0000000724,PAYMENTS_APP,2025-08-06 21:14:46
725,101,24,5,2025-12-03 00:56:42,PAYMENT,APPROVED,USD,1703.6,41.13,AUTH0000000725,PAYMENTS_APP,2025-12-03 00:56:42
726,169,31,4,2025-11-28 05:35:55,PAYMENT,APPROVED,USD,203.58,5.95,AUTH0000000726,PAYMENTS_APP,2025-11-28 05:35:55
727,84,47,6,2025-01-06 11:59:38,PAYMENT,APPROVED,USD,1640.78,54.69,AUTH0000000727,PAYMENTS_APP,2025-01-06 11:59:38
728,15,48,1,2025-05-13 07:41:44,PAYMENT,APPROVED,USD,2004.09,21.28,AUTH0000000728,PAYMENTS_APP,2025-05-13 07:41:44
729,103,6,1,2025-04-05 14:31:19,PAYMENT,APPROVED,USD,445.85,15.07,AUTH0000000729,PAYMENTS_APP,2025-04-05 14:31:19
730,31,20,4,2026-02-17 10:22:27,PAYMENT,PENDING,USD,1881.64,43.73,,PAYMENTS_APP,2026-02-17 10:22:27
731,95,33,2,2025-11-14 21:58:23,PAYMENT,APPROVED,USD,898.25,3.83,AUTH0000000731,PAYMENTS_APP,2025-11-14 21:58:23
732,109,24,5,2026-05-03 09:46:30,PAYMENT,DECLINED,USD,1501.25,6.11,,PAYMENTS_APP,2026-05-03 09:46:30
733,88,30,6,2025-07-10 15:48:19,PAYMENT,PENDING,USD,1065.62,2.53,,PAYMENTS_APP,2025-07-10 15:48:19
